story,overall_quality_rating,ATD,narraive_arc_answer,common_sense_answer,coherency_score,fluency_score,interest_score,plot_twist_answer,share_score,humanlike_score,NLI,Emo,EmoArc,Human
"Sean and Sara were going to buy a guitar. Sean picked Sara up and they drove to the store. Inside, they played with several different guitars. Sara picked her favorite and they brought it to the counter. Sara made the purchase enthusiastically.",3.2,0,0.8,0.8,3.8,3.2,1.4,0.0,0.6,1.0,0,0,1,1.0
"A week before Christmas, Abby and her family got together. They went to a local nursing home, wearing Santa hats. They went from room to room, singing Christmas carols. Some of the patients sang with them. They all had a very memorable time together.",3.6,0,0.8,1.0,3.8,3.6,2.6,0.4,1.4,1.0,0,0,1,1.0
"Benjamin went to the park today. First, he hung upside down on the monkey bars. After that, he went sliding down the slide. Then his mom pushed him on the swing and he went really high. Benjamin had fun and then left the park.",3.4,0,0.8,1.0,3.2,3.0,1.8,0.2,0.8,0.8,0,0,1,1.0
Gina was bored while cleaning her room. But it had to be done. She decided to turn on the radio. There was a song she never heard before. She enjoyed the song.,3.6,0,0.6,1.0,3.4,2.8,2.4,0.4,0.4,0.8,0,0,1,1.0
"Danny likes to go on picnics. Paisley is Danny's girlfriend. One day, Danny took Paisley on a picnic. She enjoyed herself very much. Danny was happy he could share the picnic date with her.",4.0,0,1.0,0.8,3.6,2.6,2.4,0.2,1.2,0.8,0,0,1,1.0
Ava was mad that she had to wear a vest in the pool. She wanted to swim without a vest like her brother. She asked her mother if she could take swimming lessons. Ava took lessons for 6 weeks and learned how to swim. She was happy that she didn't have to wear a vest anymore.,3.4,0,1.0,0.4,3.6,2.8,2.8,0.4,0.4,1.0,0,0,1,1.0
Kaylee always wanted a puppy. On her birthday her parents took her to a farm. There were lots of beagle puppies there. Her parents told her she could pick a puppy for her birthday. Kaylee was thrilled!,3.4,0,0.8,0.6,3.2,3.4,3.2,0.6,1.4,0.8,0,0,1,1.0
The Dungeons & Dragons game was on. Joseph showed up in an elf ensemble. Mary brought a broomstick sword. Laney convinced everyone her big stick was in fact a staff. Everybody had fun playing as their respective characters.,3.0,0,0.6,0.6,3.2,2.2,3.6,0.4,1.0,0.6,0,0,1,1.0
"Cindy got out of bed. But she couldn't find her slippers. Instead of making breakfast, spent all day looking for them. She gave up and ordered another pair. Luckily, the new ones were more comfortable than the old ones.",3.0,0,0.8,0.6,3.6,3.0,2.0,0.2,0.8,1.0,0,0,1,1.0
Maggie needed a new friend. She was tired of spending time alone. Finally she met a friend at book club. The girls spent everyday together. Maggie was happy to have a new companion.,3.4,0,1.0,1.0,3.4,3.4,2.2,0.4,0.6,0.6,0,0,1,1.0
Sebastian wanted to play football on his friends team. He talked to his friend and found out he needed to go to practice. He practiced catching the football at home all week. He went to the next practice and scored a touchdown. Sebastian was happy that his practice paid off.,2.6,0,0.8,0.8,3.6,3.6,3.8,0.4,1.4,1.0,0,0,1,1.0
"Mary has worked at a car dealership for two Year's without selling. Her boss tells her that she needs to sell a car soon. One day a couple comes into the dealership and asks to see a car. Mary sells them a very big, expensive car. Mary's boss is happy with her sale.",2.6,0,1.0,0.8,3.4,3.0,3.4,1.0,1.8,0.6,0,0,1,1.0
Pablo likes to eat worms. He read a book in school on how to do this. He fries them in olive oil. He likes to do this at least once a month. Pablo enjoys worms and views them as a delicacy.,2.2,0,0.8,1.0,2.8,2.8,2.6,0.4,0.6,0.4,0,0,1,1.0
Joe went to the junkyard to find treasures. He dug through a stack of old clothes. At the bottom was a vintage shirt with a rock band on it. Joe put the shirt on to try it out. Joe was happy the shirt fit.,3.2,0,0.8,0.6,2.6,3.4,2.6,0.6,1.0,1.0,0,0,1,1.0
Jack is tired of writing emails on his tablet computer. He decides he needs to invest in a laptop. He researches different laptops until he has found the perfect one. Finally he buys it. Now Jack actually enjoys replying to emails.,2.8,0,1.0,0.8,3.4,1.8,3.0,0.6,1.4,0.4,0,0,1,1.0
"Rick was at the bar when he saw a driver license on the ground. He asked around if it was anybody's there. Of course it wasn't, and Rick didn't want to leave it with a stranger. So he decided to drive to the address of the license owner. Rick gave the license to the driver and made the driver happy.",3.2,0,1.0,1.0,3.0,3.2,3.0,0.8,1.2,0.8,0,0,1,1.0
"Betsy comes home late one night and wants to eat something simple. She notices that she has spaghetti and sauce in the house. She quickly cooks and eats a pot of spaghetti. After eating, she falls asleep on the couch. She was full and happy.",4.0,0,1.0,1.0,3.8,3.4,2.0,0.4,0.8,1.0,0,0,1,1.0
Troy went over to play at Sam's house. The boys played with blocks and trucks and teddy bears. They also colored and played with finger paints. Sam's dad made them a snack of apples and caramel sauce. Troy had lots of fun at Sam's house.,3.8,0,1.0,0.8,3.8,3.4,2.4,0.0,0.6,0.8,0,0,1,1.0
"Joe and Mary invited friends over for dinner. The gathered in the kitchen and prepared pizza. As the pizza cooked, the couples got board games. The played games for hours. They all had fun.",3.0,0,0.6,0.8,3.2,2.4,2.2,0.0,1.0,0.4,0,0,1,1.0
Pat has a math test coming up. He studies very hard for a week. Pat makes flashcards to read on the bus. Pat aces his test. Pat is happy.,3.2,0,0.6,1.0,3.2,2.6,2.4,0.2,0.8,0.2,0,0,1,1.0
"I found a snake in the basement window well. I tried to hit it with a spade, but it dug down where I couldn't see. I thought it had gone under the siding near the foundation. I went down in the basement and found it behind the wall. I was able to catch the snake and get it out of my house.",3.8,1,0.8,0.8,3.4,2.4,3.2,0.8,1.8,0.6,0,0,0,1.0
Gina was given lunch detention. She was expecting worse. She fought the smile that tried to creep across her face. She didn't want the principal to know she was relieved. Gina's smile broke into a laugh but the principal didn't notice.,2.6,0,1.0,0.8,3.6,2.8,2.6,0.6,1.2,0.6,0,0,0,1.0
"Rebecca met Jake when they were both six Year's old. They became best friends and grew up together. When they were 13 Year's old, Jakels family moved away. He promised Rebecca he would come back for her. Jake's family moved back next to Rebecca three years later.",3.4,0,1.0,0.6,3.2,2.6,3.0,0.8,1.2,0.6,0,0,0,1.0
Tori was so excited to go trick or treating. She put on her costume and ran out the door. She began to eat the candy as fast as she got it. Soon her stomach hurt. Tori fell ill because of eating too much candy.,2.0,0,0.8,0.6,3.2,2.4,2.6,0.4,1.2,0.8,0,0,0,1.0
"Jesse had just started fifth grade. He tried to make friends with the other boys, but he couldn't. He decided to make friends with the girls instead. They girls welcomed him into their social groups happily. Jesse was picked on by the other boys in school.",2.0,0,1.0,0.6,3.4,2.8,3.0,0.8,1.2,1.0,0,0,0,1.0
Mike had a free Saturday. He drove to several car dealers. He was interested in seeing potential future cars for himself. Mike found a Jeep he fell in love with. Mike bought the Jeep.,3.2,1,1.0,1.0,3.4,3.4,2.8,0.4,1.2,0.8,0,0,0,1.0
Paul wanted to buy his wife a gift. Unfortunately he couldn't decide what to get. He fretted over it for days. Eventually it was his wife's birthday. So he gave her cash.,2.6,0,0.8,1.0,3.4,3.4,2.2,0.6,1.0,1.0,0,0,0,1.0
Bobby was a star football player at his school. He would always get recognition for his talent. One day he was in a very important game. His arm was hurt in the process. Bobby took time to recover from the injury.,3.2,0,0.8,1.0,3.4,2.8,2.0,0.8,1.0,0.6,0,0,0,1.0
"John had worked hard on his homework but couldn't find it anywhere. Then he came upon some paper scraps on the floor. His dog, Betty, was sitting nearby with a paper scrap in her mouth. John was worried his teacher would think he was lying. John didn't know what to do.",1.6,0,0.6,1.0,2.8,2.8,3.4,1.0,1.8,1.0,0,0,0,1.0
I went to the store to buy a phone. It was extremely advanced. I brought it home and called all my friends. They wanted to see it too. They were impressed with my phone.,2.0,0,0.6,0.6,2.8,3.2,2.2,0.0,0.6,0.8,0,0,0,1.0
"One year, Jessica went to summer camp. She had a great time. The following year, she was too old to attend the camp. However, she was old enough to work there. She was excited to get to work at the camp.",1.6,0,0.8,0.6,3.2,2.8,2.0,0.4,0.2,0.4,0,0,0,1.0
Eric has always been overweight. His new year's resolution was to stick to a diet. He went to the gym in January and ate healthier. That last about a month. Eric then gave up working out.,2.6,0,0.8,1.0,2.6,2.8,2.4,0.8,1.0,0.8,0,0,0,1.0
"Lina went to see how candy canes were made. She watched as the workers added dye to the hot candy. Then, they stretched it out to make it shiny. Finally, they shaped it into a cane and let it cool. Lina felt a new appreciation for candy canes.",2.4,0,1.0,1.0,3.0,3.6,2.8,0.4,1.0,0.6,0,0,0,1.0
"My mom asked if she can borrow $100 dollars from me. Considering that she's broke, I loaned my credit card to her. The next day, my credit card was declined when I tried to buy food. The company told me that I made a $320 dollar purchase. I was angry at my mom for running up my credit card.",2.4,0,0.8,1.0,3.6,3.0,3.6,1.0,1.8,0.8,0,0,0,1.0
"Bob wanted to be in the school play. He studied the part carefully. He rehearsed his lines often. On audition day, he did a great job. Bob was very proud.",2.4,0,1.0,1.0,3.8,3.2,2.0,0.2,1.4,0.8,0,0,0,1.0
"Mac had a vegan friend coming for dinner. He groaned, knowing he couldn't make steak or hamburgers. Then he remembered an alfredo sauce recipe made with cashews. To his surprise, the sauce came out creamy and delicious. They all enjoyed the meal.",3.4,0,0.8,1.0,3.2,3.2,3.6,0.8,1.6,0.6,0,0,0,1.0
The high school student went to the dentist. She was told she needed braces again. She was not happy. She got braces and was in a lot of pain. But it was worth it when she saw her straightened teeth.,2.8,0,0.8,1.0,3.0,2.8,3.0,0.6,1.4,0.6,0,0,0,1.0
Dan was walking home from school and saw the window display. There was a train set in the window of the store. Dan wished so badly that he could own this train set. When Dan got home his mother told him she had a surprise. She gave Dan the train.,3.0,0,0.8,0.6,3.2,3.6,3.2,0.6,1.4,1.0,0,0,0,1.0
"Jimmy needed to learn to code for his job. He looked online for a lesson. He found a website to teach him to code. Every day he applied himself to the endeavor. After a long time, he learned to code properly.",3.2,0,0.8,1.0,3.6,2.8,2.2,0.2,1.0,0.6,0,0,0,1.0
"I love avocados. I ate a sandwich covered in them. After I ate it, my mouth was itchy and tingly. I talked to my doctor about it later. It turned out I was allergic to avocados.",3.2,0,0.8,1.0,3.4,2.6,2.8,0.6,1.2,1.0,0,0,0,1.0
Jenny was addicted to sending text messages. Jenny texted even while she was driving. While Jenny was replying to a text she took her eyes off the road. Jenny heard a horn honk and saw she was on the wrong side of the road. Jenny narrowly avoided a car accident.,3.0,0,1.0,1.0,4.0,3.0,3.6,1.0,1.6,0.8,0,0,0,1.0
Liv jumped as she was startled by a loud pop. She realized it was the light bulb in her kitchen burning out. She got out a footstool and stepped on to it. It wobbled under her and she almost fell. Liv then changed the light bulb.,2.4,0,1.0,0.8,2.8,3.0,2.2,0.4,0.6,0.8,0,0,0,1.0
Donovan asked Trina to go dancing with him. Trina liked Donovan so she said yes but she was really worried. After school she ran home to ask her Dad for help. When her Dad came home she explained the situation and Dad smiled. Trina's dad taught her how to dance.,3.4,0,0.6,0.8,3.4,3.0,2.6,0.6,0.8,0.8,0,0,0,1.0
I once got lost in the woods. It was very hot. I soon got really thirsty. I felt like I was going to die. Luckily my friends found me.,1.4,0,0.6,1.0,3.4,2.6,2.6,0.6,1.2,0.6,0,0,0,1.0
An office downtown had a red carpet. The office staff complained it was always dirty. But none of their vacuums could properly clean it. So they hired a professional carpet cleaner. The carpet looked almost new after it was cleaned.,3.0,0,1.0,0.6,4.0,3.4,3.6,0.4,0.8,0.8,0,0,0,1.0
Hailey was participating in her school marathon. However she forgot to bring her running shoes. Hailey was still determined. She asked her teacher if she could borrow her's for the day. The teacher admired Haley's passion and agreed.,3.2,0,1.0,1.0,3.4,3.2,3.8,0.8,2.0,0.8,0,0,0,1.0
Ted and Beth are planning a wedding together. They noticed that they may not have enough to pay for it. Ted asked his parents to help pay and they agreed. Beth did the same with her parents and got some extra money too. Their parents love them.,2.6,0,0.8,0.8,3.0,3.6,2.8,0.6,1.6,0.6,0,0,0,1.0
"When Jay found out her older sister was pregnant, she was nervous. While she was happy for her sister, she was scared to be an aunt. Jay knew that there would be a lot of responsibility involved. But then, she finally came home from school and saw her nephew. Jay immediately knew her fears were unfounded.",3.0,0,0.8,0.8,3.2,2.6,2.4,0.6,1.2,0.6,0,0,0,1.0
"It is usually calm and warm in the morning, in Florida. Yesterday morning it was very windy, though. The palm tree fronds were blowing so hard they scraped the windows. I turned on the TV and a tornado warning came on! A tornado came within 2 blocks of the house!",2.8,0,0.6,0.8,3.0,3.0,2.6,0.6,1.2,0.8,0,0,0,1.0
Last Tuesday I took my first spin class at the gym. It was the hardest exercise class I ever took. I worked through it for an hour and my legs went numb. When I got home my legs started to hurt and I couldn't walk. I went to bed and then rested until morning.,3.0,0,1.0,1.0,3.2,3.6,2.8,0.0,1.2,0.8,0,0,0,1.0
Susan went to the movie theater with her friends. Susan used her cell phone in the theater to check her e-mail. An usher came and asked Susan to leave the theater. Susan had to wait in the lobby while her friends finished the movie. Susan was upset with the whole ordeal.,3.2,0,0.8,0.6,3.4,2.4,2.2,0.6,1.2,0.8,0,0,0,1.0
