story,arc
"Tina auditioned for her high school dancing team. After she danced, the instructor wanted to talk to her. He said that her skills aren't good enough to make the team. She immediately left the auditioning room. Tina held back her tears.",neutral
Sally was on her work break. She went to get tacos from the taco stand outside. She realized she had forgotten her wallet at home. A nice man noticed what happened and offered to pay. Sally was grateful for his kindness.,neutral - realization - neutral - gratitude
"Jennifer wanted to join the school band. She began taking lessons for playing the cello. She made progress, but not quickly. She didn't feel ready to try out for the band. Jennifer worked hard on her lessons and got into the band.",desire - neutral - realization - disapproval - admiration
Fred went to the beach with his friends. He loved the water and the sunshine. His friends threw a party on the beach after the sun went down. Fred got drunk and passed out on the sand. Fred woke up with a hangover.,neutral - love - joy - neutral
Ronnie was riding his bike to work the other day. All of a sudden he hit a rock and fell. He wasn't hurt but his outfit was ruined. He kept going to work anyway. Ronnie's boss commended him on his dedication.,neutral - surprise - neutral - admiration
"Burke doesn't have many friends. He always walks around with a scowl on his face. One day, a stranger tells him that he should smile more. Burke decides to try smiling. Burke soon reverts back to being grumpy.",neutral - realization - neutral
Matt was driving home one night. He wasn't paying attention. He struck and injured a jogger who crossed the road. Matt was horrified and stopped to check on her. Matt always paid more attention to the road after that.,neutral - disappointment - fear - admiration
Brian was excited for the talent show. He had been doing extra practice on his drums. To express his individuality he wore a skirt on stage. When he finished his act he got a standing ovation. Brian was very creative and brave.,excitement - neutral - disapproval - admiration
Halloween was on its way. I decided to decorate my house. I went to the store and bought decorations. I went home and gathered the new items. I loved decorating for holidays.,fear - approval - neutral - love
"One day, police were investigating a crime scene. They were stuck on where to go next. They got a tip to check behind the library. There they found some key evidence. The police found the perpetrator and locked her up.",neutral
Pat has a math test coming up. He studies very hard for a week. Pat makes flashcards to read on the bus. Pat aces his test. Pat is happy.,neutral - joy
"Solomon didn't like his first name. He thought that it was too old-fashioned. At a job interview, the interviewer praised his name. Solomon suspected that his being hired was related to his unique name. Solomon thought his name might not be so bad after all.",neutral - realization
"Kelly got a new bracelet yesterday. She was in love with it. Yet today when she went shopping, she ended up losing it. She searched everywhere for it. She was relieved to find it underneath her car seat.",neutral - love - disappointment - remorse - relief
My spouse is a huge Star Wars fan and loves it. I needed a gift idea for him for a Christmas gift. I decided to buy him tickets to Star Wars. He loved his gift from me on Christmas morning. He used the tickets to take me to see Star Wars with him.,love - desire - approval - love - neutral
"Ben was tired at the end of the day. The customer asked for Spaghetti. Ben was too lazy to wash a dish and but the food on a dirty one. A week later, the restaurant got sued by the customer. The customer was angry.",neutral - disgust - neutral - anger
